English	Swedish	POS	source	row
set theory, set theories	mängdteori, mängdteorin, mängteorier	N	shorter-gf-termsEngSwe.tsv	1356
set, set, set	 sätta, satte, satt	V	shorter-gf-termsEngSwe.tsv	1355
set, sets	uppsättning, uppsättningen, uppsättningar	N	shorter-gf-termsEngSwe.tsv	1354
set-top box (STB)	set-top-box 	N?	ICT-keywords-20141203.xlsx	3045
setting, settings	inställning, inställningen, inställningar	N	shorter-gf-termsEngSwe.tsv	1357
settlements	settlement	N?	ICT-keywords-20141203.xlsx	3046
setup set-up	inställning	N?	ICT-keywords-20141203.xlsx	3047
several	flera	N?	ICT-keywords-20141203.xlsx	3022
SFR		N?	ICT-keywords-20141203.xlsx	3048
shading	skuggning	N?	ICT-keywords-20141203.xlsx	3049
Shading  	Skuggning	N?	ACM-klassificering-1998-en-sv.xls	1196
shadow	skugga	N?	ICT-keywords-20141203.xlsx	3050
shadow, shadows	skugga, skuggan, skuggor	N	shorter-gf-termsEngSwe.tsv	1358
shallow	grunt	N?	ICT-keywords-20141203.xlsx	3051
shape	form	N?	ICT-keywords-20141203.xlsx	3052
Shape 	Form	N?	ACM-klassificering-1998-en-sv.xls	1076
Shape  	Form	N?	ACM-klassificering-1998-en-sv.xls	1197
share, shared, shared	 dela, delade, delat	V	shorter-gf-termsEngSwe.tsv	1359
Shared memory 	Delat minne	N?	ACM-klassificering-1998-en-sv.xls	71
shared secret keys	delade hemliga nycklar	N?	ICT-keywords-20141203.xlsx	3054
shared-key	delad nyckel	N?	ICT-keywords-20141203.xlsx	3055
shared-memory	delat minne	N?	ICT-keywords-20141203.xlsx	3056
shareholder value	aktieägarvärde	N?	ICT-keywords-20141203.xlsx	3057
shareware, sharewares	shareware, sharewareet, sharewares	N	shorter-gf-termsEngSwe.tsv	1360
share|s shared sharing	andel delar delad delning	N?	ICT-keywords-20141203.xlsx	3053
sharing	delning	N?	ICT-keywords-20141203.xlsx	3058
sharing, sharings	fördelning, fördelningen, fördelningar	N	shorter-gf-termsEngSwe.tsv	1361
Sharpening and deblurring [**] 	Skärpa och suddighet	N?	ACM-klassificering-1998-en-sv.xls	1165
sheet, sheets	ark, arket, ark	N	shorter-gf-termsEngSwe.tsv	1362
shelf, shelfs	hylla, hyllan, hyllor	N	shorter-gf-termsEngSwe.tsv	1363
shell	skal	N?	ICT-keywords-20141203.xlsx	3059
shelter	"""tak över huvudet"""	N?	ICT-keywords-20141203.xlsx	3060
shift|s shifted shifting	shift skiftar skiftat växling	N?	ICT-keywords-20141203.xlsx	3061
shipping	leverans	N?	ICT-keywords-20141203.xlsx	3062
shoot	skjuta	N?	ICT-keywords-20141203.xlsx	3063
shopping	handel	N?	ICT-keywords-20141203.xlsx	3064
short	kort	N?	ICT-keywords-20141203.xlsx	3065
short message service (SMS)	tjänst för korta textmeddelanden	N?	ICT-keywords-20141203.xlsx	3067
short message service injection	kortmeddelandetjänst injektion	N?	ICT-keywords-20141203.xlsx	3068
short-range	kortdistans	N?	ICT-keywords-20141203.xlsx	3066
shorter-gf-termsEngSwe.tsv	
show shows showed showing	visa visar visade visning	N?	ICT-keywords-20141203.xlsx	3069
shown	visas	N?	ICT-keywords-20141203.xlsx	3070
shutdown	avstängning	N?	ICT-keywords-20141203.xlsx	3071
side channel	sidokanal	N?	ICT-keywords-20141203.xlsx	3072
side channel attacks	sidokanalsattacker	N?	ICT-keywords-20141203.xlsx	3073
side, sides	sida, sidan, sidor	N	shorter-gf-termsEngSwe.tsv	1364
sight	syn	N?	ICT-keywords-20141203.xlsx	3074
sigmoid	sigmoid	N?	ICT-keywords-20141203.xlsx	3075
sign signing signed	underteckna signera signerad	N?	ICT-keywords-20141203.xlsx	3076
Signal analysis, synthesis, and processing  		N?	ACM-klassificering-1998-en-sv.xls	973
signal processing	signalbehandling	N?	ICT-keywords-20141203.xlsx	3077
Signal processing 	Signalbehandling	N?	ACM-klassificering-1998-en-sv.xls	1228
Signal processing systems 	Signalbehandlingssystem	N?	ACM-klassificering-1998-en-sv.xls	277
signal processing, signal processings	signalbehandling, signalbehandlingen, signalbehandlingar	N	shorter-gf-termsEngSwe.tsv	1365
signal signals signaling  signalling 	signal signaler signalering	N?	ICT-keywords-20141203.xlsx	3078
signal strength	signalstyrka	N?	ICT-keywords-20141203.xlsx	3079
signaling	signalering	N?	ICT-keywords-20141203.xlsx	3080
signaling transport (SIGTRAN)	signaleringstrafiken	N?	ICT-keywords-20141203.xlsx	3081
signalling system #7 (SS7)	signalsystem 7 	N?	ICT-keywords-20141203.xlsx	3082
signature, signatures	signatur, signaturen, signaturer	N	shorter-gf-termsEngSwe.tsv	1366
signature|s	signatur signaturer	N?	ICT-keywords-20141203.xlsx	3083
signed signing	tecknat tecknandet	N?	ICT-keywords-20141203.xlsx	3084
significant	viktig, viktigt	A	shorter-gf-termsEngSwe.tsv	1367
significant significance 	signifikant betydelse	N?	ICT-keywords-20141203.xlsx	3085
silence	tystnad	N?	ICT-keywords-20141203.xlsx	3086
silent	tyst	N?	ICT-keywords-20141203.xlsx	3087
silica	kiseldioxid	N?	ICT-keywords-20141203.xlsx	3088
silicon, silicons	silikon, silikonet, silikon	N	shorter-gf-termsEngSwe.tsv	1368
silverware	bestick	N?	ICT-keywords-20141203.xlsx	3089
SIM card packaging process	SIM-kort förpackningsprocessen	N?	ICT-keywords-20141203.xlsx	3090
similar	liknande, liknande	A	shorter-gf-termsEngSwe.tsv	1369
similar similarly	"liknande ""på liknande sätt"""	N?	ICT-keywords-20141203.xlsx	3091
Similarity measures 	Likhetsmått	N?	ACM-klassificering-1998-en-sv.xls	1225
similarity scoring function	likheten poängsättning funktion	N?	ICT-keywords-20141203.xlsx	3092
Simple Ajax Toolkit  (SAJAX)		N?	ICT-keywords-20141203.xlsx	3095
simple mail transfer protocol (SMTP)		N?	ICT-keywords-20141203.xlsx	3096
Simple Network Management Protocol (SNMP)		N?	ICT-keywords-20141203.xlsx	3097
simple simpler	enkel enklare	N?	ICT-keywords-20141203.xlsx	3093
Simplification of expressions 	Förenkling av uttryck	N?	ACM-klassificering-1998-en-sv.xls	983
simplifies simplified	förenklar förenklad	N?	ICT-keywords-20141203.xlsx	3094
simply	helt enkelt	N?	ICT-keywords-20141203.xlsx	3098
simulate, simulated, simulated	 simulera, simulerade, simulerat	V	shorter-gf-termsEngSwe.tsv	1370
Simulated annealing  		N?	ACM-klassificering-1998-en-sv.xls	729
simulating	simulera	N?	ICT-keywords-20141203.xlsx	3099
Simulation 	Simulering	N?	ACM-klassificering-1998-en-sv.xls	126
Simulation 	Simulering	N?	ACM-klassificering-1998-en-sv.xls	155
Simulation 	Simulering	N?	ACM-klassificering-1998-en-sv.xls	174
Simulation 	Simulering	N?	ACM-klassificering-1998-en-sv.xls	524
Simulation [**] 	Simulering [**]	N?	ACM-klassificering-1998-en-sv.xls	103
Simulation [**] 	Simulering [**]	N?	ACM-klassificering-1998-en-sv.xls	20
Simulation [**] 	Simulering [**]	N?	ACM-klassificering-1998-en-sv.xls	46
Simulation [**] 	Simulering [**]	N?	ACM-klassificering-1998-en-sv.xls	75
SIMULATION AND MODELING (G.3) 	SIMULERING OCH MODELLERING (G.3)	N?	ACM-klassificering-1998-en-sv.xls	1235
Simulation Languages 	Simuleringsspråk	N?	ACM-klassificering-1998-en-sv.xls	1241
simulation method, simulation methods	simuleringsmetod, simuleringsmetoden, simuleringsmetoder	N	shorter-gf-termsEngSwe.tsv	1372
Simulation Output Analysis 	Analys av simuleringsutdata	N?	ACM-klassificering-1998-en-sv.xls	1246
Simulation Support Systems 	Simuleringsstödsystem	N?	ACM-klassificering-1998-en-sv.xls	1247
Simulation Theory 	Simuleringsteori	N?	ACM-klassificering-1998-en-sv.xls	1237
simulation, simulations	simulering, simuleringen, simuleringar	N	shorter-gf-termsEngSwe.tsv	1371
simulation/simulations 	simulering/simuleringar	N?	ICT-keywords-20141203.xlsx	3100
simultaneous simultaneously	samtidig samtidigt	N?	ICT-keywords-20141203.xlsx	3101
single	singel	N?	ICT-keywords-20141203.xlsx	3102
Single Data Stream Architectures 	Arkitekturer med singeldataström	N?	ACM-klassificering-1998-en-sv.xls	199
Single Page Application (SPA)		N?	ICT-keywords-20141203.xlsx	3103
single Sideband modulation (SSB)	enkelt sidband	N?	ICT-keywords-20141203.xlsx	3104
Single-instruction-stream, multiple-data-stream processors (SIMD) 	Processorer med singelinstruktionsström och flerdataström	N?	ACM-klassificering-1998-en-sv.xls	213
Single-instruction-stream, single-data-stream processors (SISD) [**] 	Processorer med singelinstruktionsström och singeldataström	N?	ACM-klassificering-1998-en-sv.xls	203
singleton, singletons	singleton, singeltonen, singeltons	N	shorter-gf-termsEngSwe.tsv	1373
Singular value decomposition  		N?	ACM-klassificering-1998-en-sv.xls	701
sinks	vask	N?	ICT-keywords-20141203.xlsx	3105
SIP Express Router (SER)		N?	ICT-keywords-20141203.xlsx	3106
SIP Service Manager	SIP servicechef	N?	ICT-keywords-20141203.xlsx	3107
SIP Signaling Messages	SIP-signaleringsmeddelanden	N?	ICT-keywords-20141203.xlsx	3108
site, sites	läge, läget, lägen	N	shorter-gf-termsEngSwe.tsv	1374
sites	platser	N?	ICT-keywords-20141203.xlsx	3109
situation	situationen	N?	ICT-keywords-20141203.xlsx	3110
situation analysis	nulägesanalys	N?	ICT-keywords-20141203.xlsx	3111
Size and shape 	Storlek och form	N?	ACM-klassificering-1998-en-sv.xls	1186
size|s sized	storlek storlekar stora 	N?	ICT-keywords-20141203.xlsx	3112
sketching	skissa	N?	ICT-keywords-20141203.xlsx	3113
skill, skills	färdighet, färdigheten, färdigheter	N	shorter-gf-termsEngSwe.tsv	1375
skin	hud	N?	ICT-keywords-20141203.xlsx	3114
slave|s	slav slavar	N?	ICT-keywords-20141203.xlsx	3115
sleep sleeping	sömn sovande	N?	ICT-keywords-20141203.xlsx	3116
slide slides	diabild diabilder	N?	ICT-keywords-20141203.xlsx	3117
slots	luckor	N?	ICT-keywords-20141203.xlsx	3118
slow-start	långsamstarten	N?	ICT-keywords-20141203.xlsx	3120
slower	långsammare	N?	ICT-keywords-20141203.xlsx	3119
small and medium sized enterprises (SME)	små och medelstora företag (SMF)	N?	ICT-keywords-20141203.xlsx	3121
small cell	småceller	N?	ICT-keywords-20141203.xlsx	3122
small cell network	småcellig nätet	N?	ICT-keywords-20141203.xlsx	3123
small cell security	småcellig säkerhet	N?	ICT-keywords-20141203.xlsx	3124
small office-home office (SOHO) routers	litet kontor-hemmakontor routrar	N?	ICT-keywords-20141203.xlsx	3125
small-scale	småskalig	N?	ICT-keywords-20141203.xlsx	3126
smart	smarta	N?	ICT-keywords-20141203.xlsx	3127
smart and IP-able TV	Smart TV	N?	ICT-keywords-20141203.xlsx	3128
smart card	smartkort	N?	ICT-keywords-20141203.xlsx	3129
smart card authentication	smartkort autentisering	N?	ICT-keywords-20141203.xlsx	3130
smart environments	smarta miljöer/intelligenta omgivningar	N?	ICT-keywords-20141203.xlsx	3131
smart grid	smarta elnät	N?	ICT-keywords-20141203.xlsx	3132
smart home	smart hem	N?	ICT-keywords-20141203.xlsx	3133
smart meter	smart mätare	N?	ICT-keywords-20141203.xlsx	3134
smart objects	smarta objekt	N?	ICT-keywords-20141203.xlsx	3135
smart phone smartphone / smartphones	smarttelefon / smarttelefoner	N?	ICT-keywords-20141203.xlsx	3136
Smartcards  	Smartkort	N?	ACM-klassificering-1998-en-sv.xls	278
smartphone security	smarttelefon säkerhet	N?	ICT-keywords-20141203.xlsx	3137
smartphone-app	smarttelefon-app	N?	ICT-keywords-20141203.xlsx	3138
Smoothing 		N?	ACM-klassificering-1998-en-sv.xls	678
Smoothing 	Utjämning	N?	ACM-klassificering-1998-en-sv.xls	1166
sniff sniffing	sniff sniffning	N?	ICT-keywords-20141203.xlsx	3139
so-called	så kallad (s.k.)	N?	ICT-keywords-20141203.xlsx	3140
SOCIAL AND BEHAVIORAL SCIENCES 	SOCIALVETENSKAP OCH BETEENDEVETENSKAP	N?	ACM-klassificering-1998-en-sv.xls	1312
social interaction	social interaktion	N?	ICT-keywords-20141203.xlsx	3142
Social Issues 	Sociala frågor	N?	ACM-klassificering-1998-en-sv.xls	1379
social network sites (OSNS)	webbplatser för sociala nätverk	N?	ICT-keywords-20141203.xlsx	3143
social network/social networking	sociala nätverk	N?	ICT-keywords-20141203.xlsx	3144
social socially	social socialt	N?	ICT-keywords-20141203.xlsx	3141
socio-economic impact	socioekonomiska effekter	N?	ICT-keywords-20141203.xlsx	3145
Sociology 	Sociologi	N?	ACM-klassificering-1998-en-sv.xls	1315
socket|s	uttag	N?	ICT-keywords-20141203.xlsx	3146
soft factors	mjuka faktorer	N?	ICT-keywords-20141203.xlsx	3147
soft secure element (soft-SE)	programvara säkerhetselement (SE)	N?	ICT-keywords-20141203.xlsx	3148
soft-output Viterbi decoder	mjuk-output Viterbi-avkodare	N?	ICT-keywords-20141203.xlsx	3149
softswitch softswitches	programvara omkopplare	N?	ICT-keywords-20141203.xlsx	3150
software	mjukvara	N?	ICT-keywords-20141203.xlsx	3151
Software 	Program	N?	ACM-klassificering-1998-en-sv.xls	1347
Software 	Program	N?	ACM-klassificering-1998-en-sv.xls	300
software architecture, software architectures	mjukvaruarkitektur, mjukvaruarkitekturen, mjukvaruarkitekturer	N	shorter-gf-termsEngSwe.tsv	1377
Software Architectures  	Programarkitekturer	N?	ACM-klassificering-1998-en-sv.xls	398
software as a service (SaaS)	mjukvara som en tjänst 	N?	ICT-keywords-20141203.xlsx	3152
Software configuration management 		N?	ACM-klassificering-1998-en-sv.xls	391
software defined networking	programvara-definierade nätverk	N?	ICT-keywords-20141203.xlsx	3153
software deployment, software deployments	mjukvaruimplementering, mjukvaruimplementeringen, mjukvaruimplementeringar	N	shorter-gf-termsEngSwe.tsv	1378
Software development 	Programutveckling	N?	ACM-klassificering-1998-en-sv.xls	1430
software development assignment, software development assignments	mjukvaruutvecklingsuppgift, mjukvaruutvecklingsuppgiften, mjukvaruutvecklingsuppgifter	N	shorter-gf-termsEngSwe.tsv	1380
software development kit	programutvecklingspaket	N?	ICT-keywords-20141203.xlsx	3154
software development process	mjukvaruutvecklingsprocesser	N?	ICT-keywords-20141203.xlsx	3155
software development process, software development processes	mjukvaruutvecklingsprocess, mjukvaruutvecklingsprocessen, mjukvaruutvecklingsprocesser	N	shorter-gf-termsEngSwe.tsv	1381
software development project, software development projects	mjukvaruutvecklingsprojekt, mjukvaruutvecklingsprojektet, mjukvaruutvecklingsprojekt	N	shorter-gf-termsEngSwe.tsv	1382
software development tool	programutvecklingsverktyg	N?	ICT-keywords-20141203.xlsx	3156
software development, software developments	mjukvaruutveckling, mjukvaruutvecklingen, mjukvaruutvecklingar	N	shorter-gf-termsEngSwe.tsv	1379
software documentation	mjukvarudokumentation	N?	ICT-keywords-20141203.xlsx	3157
software engineer, software engineers	mjukvaruingenjör, mjukvaruingenjöret, mjukvaruingenjör	N	shorter-gf-termsEngSwe.tsv	1383
SOFTWARE ENGINEERING (K.6.3) 	Programkonstruktion	N?	ACM-klassificering-1998-en-sv.xls	314
Software libraries 	Programbibliotek	N?	ACM-klassificering-1998-en-sv.xls	332
Software maintenance 	Programunderhåll	N?	ACM-klassificering-1998-en-sv.xls	1431
Software Management (2.9) 	Programförvaltning	N?	ACM-klassificering-1998-en-sv.xls	1429
software metrics	programvarastatistik	N?	ICT-keywords-20141203.xlsx	3158
Software process  	Programprocess	N?	ACM-klassificering-1998-en-sv.xls	1432
Software process models (e.g., CMM, ISO, PSP)  	Processmodeller inom programmering (t.ex. CMM, ISO, PSP)	N?	ACM-klassificering-1998-en-sv.xls	392
Software psychology  		N?	ACM-klassificering-1998-en-sv.xls	822
Software psychology [**] 	Programpsykologi [**]	N?	ACM-klassificering-1998-en-sv.xls	533
Software quality assurance (SQA) 	Programkvalitetssäkring (SQA)	N?	ACM-klassificering-1998-en-sv.xls	393
Software science [**] 		N?	ACM-klassificering-1998-en-sv.xls	384
Software selection 	Val av program	N?	ACM-klassificering-1998-en-sv.xls	1433
Software support 	Programsupport	N?	ACM-klassificering-1998-en-sv.xls	1115
software synthesis	programvara syntes	N?	ICT-keywords-20141203.xlsx	3159
software system, software systems	mjukvarusystem, mjukvarusystemet, mjukvarusystem	N	shorter-gf-termsEngSwe.tsv	1384
software technology, software technologies	programvaruteknik, programvarutekniken, programvarutekniker	N	shorter-gf-termsEngSwe.tsv	1385
software tool, software tools	programmeringsverktyg, programmeringsverktyget, programmeringsverktyg	N	shorter-gf-termsEngSwe.tsv	1386
software, softwares	programvara, programvaran, programvaror	N	shorter-gf-termsEngSwe.tsv	1376
software-defined network	mjukvarudefinierade nätverk	N?	ICT-keywords-20141203.xlsx	3160
software-defined networking (SDN)	mjukvarudefinierade nätverk	N?	ICT-keywords-20141203.xlsx	3161
Software/Program Verification  (F.3.1) 	Programverifiering	N?	ACM-klassificering-1998-en-sv.xls	345
solar	sol-	N?	ICT-keywords-20141203.xlsx	3162
solar cell/solar cells	solcell/solcellar	N?	ICT-keywords-20141203.xlsx	3163
solid, solids	solid, soliden, solider	N	shorter-gf-termsEngSwe.tsv	1387
solution selling	lösning försäljning	N?	ICT-keywords-20141203.xlsx	3165
solution solutions	lösning lösningar	N?	ICT-keywords-20141203.xlsx	3164
solution, solutions	lösning, lösningen, lösningar	N	shorter-gf-termsEngSwe.tsv	1388
solve, solved, solved	 lösa, löste, löst	V	shorter-gf-termsEngSwe.tsv	1389
solving	lösa	N?	ICT-keywords-20141203.xlsx	3166
someone	någon	N?	ICT-keywords-20141203.xlsx	3167
something	något	N?	ICT-keywords-20141203.xlsx	3168
sometimes	ibland	N?	ICT-keywords-20141203.xlsx	3169
somewhat	något	N?	ICT-keywords-20141203.xlsx	3170
sooner	förr	N?	ICT-keywords-20141203.xlsx	3171
sophisticated	sofistikerad	N?	ICT-keywords-20141203.xlsx	3172
sort, sorted, sorted	 sortera, sorterade, sorterat	V	shorter-gf-termsEngSwe.tsv	1390
sorting algorithm, sorting algorithms	sorteringsalgoritm, sorteringsalgoritmen, sorteringsalgoritmer	N	shorter-gf-termsEngSwe.tsv	1391
Sorting and searching 	Sortering och sökning	N?	ACM-klassificering-1998-en-sv.xls	608
Sorting/searching 	Sortering och sökning	N?	ACM-klassificering-1998-en-sv.xls	565
Sound and Music Computing  (J.5) 		N?	ACM-klassificering-1998-en-sv.xls	970
sound card, sound cards	ljudkort, ljudkortet, ljudkort	N	shorter-gf-termsEngSwe.tsv	1394
sound design	ljuddesign	N?	ICT-keywords-20141203.xlsx	3173
sound, sounded, sounded	 ljuda, ljöd, ljudit	V	shorter-gf-termsEngSwe.tsv	1393
sound, sounds	ljud, ljudet, ljud	N	shorter-gf-termsEngSwe.tsv	1392
source code, source codes	källkod, källkoden, källkodar	N	shorter-gf-termsEngSwe.tsv	1396
source routing	källrouting	N?	ICT-keywords-20141203.xlsx	3175
source sources	källa källor	N?	ICT-keywords-20141203.xlsx	3174
source, sources	källa, källan, källor	N	shorter-gf-termsEngSwe.tsv	1395
space, spaced, spaced	 fördela, fördelade, fördelat	V	shorter-gf-termsEngSwe.tsv	1398
space, spaces	plats, platsen, platser	N	shorter-gf-termsEngSwe.tsv	1397
spaced repetition	fördelade upprepning	N?	ICT-keywords-20141203.xlsx	3177
space|s spaced spacing	plats utrymmen åtskilda avstånd	N?	ICT-keywords-20141203.xlsx	3176
spam, spams	skräppost, skräpposten, skräpposter	N	shorter-gf-termsEngSwe.tsv	1399
spanning	spänner	N?	ICT-keywords-20141203.xlsx	3178
sparse	gles	N?	ICT-keywords-20141203.xlsx	3179
Sparse, structured, and very large systems (direct and iterative methods)  		N?	ACM-klassificering-1998-en-sv.xls	702
spatial audio	rumsliga ljud	N?	ICT-keywords-20141203.xlsx	3181
Spatial databases and GIS  		N?	ACM-klassificering-1998-en-sv.xls	865
spatial spatially	rumsliga spatialt	N?	ICT-keywords-20141203.xlsx	3180
